CompanyIN;LegalFormID;LegalFormName;EmployeeLowerBound;ActivityScore;NaceCode;Nace;NaceSectionCode;NaceSection
76215792;101;Fyz. os. podnikající dle živ. zákona;0;NULL;52;[52] Skladování a vedlejší činnosti v dopravě;H;[H] Doprava a skladování
5416281;105;Fyz.osoba ost.;0;NULL;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
5750784;101;Fyz. os. podnikající dle živ. zákona;0;NULL;1814;[1814] Vázání a související činnosti;C;[C] Zpracovatelský průmysl
27140768;112;Společnost s r.o.;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
28569601;112;Společnost s r.o.;NULL;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
25078666;112;Společnost s r.o.;NULL;NULL;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
68398867;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;47190;[47190] Ostatní maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
4881532;121;Akciová společnost;NULL;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
3488365;101;Fyz. os. podnikající dle živ. zákona;0;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
5860920;101;Fyz. os. podnikající dle živ. zákona;0;NULL;7112;[7112] Inženýrské činnosti a související technické poradenství;M;[M] Profesní, vědecké a technické činnosti
25741667;112;Společnost s r.o.;NULL;NULL;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
66853117;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;49410;[49410] Silniční nákladní doprava;H;[H] Doprava a skladování
69485348;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;471;[471] Maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
45782105;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;49410;[49410] Silniční nákladní doprava;H;[H] Doprava a skladování
45290407;424;Zahr.fyzická osoba;NULL;NULL;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
27968821;112;Společnost s r.o.;NULL;NULL;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
22671269;706;Spolek;NULL;NULL;90010;[90010] Scénická umění;R;[R] Kulturní, zábavní a rekreační činnosti
72930438;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
87103796;101;Fyz. os. podnikající dle živ. zákona;0;NULL;74300;[74300] Překladatelské a tlumočnické činnosti;M;[M] Profesní, vědecké a technické činnosti
73550906;101;Fyz. os. podnikající dle živ. zákona;0;NULL;62010;[62010] Programování;J;[J] Informační a komunikační činnosti
8168440;101;Fyz. os. podnikající dle živ. zákona;0;NULL;NULL;NULL;NULL;NULL
28476514;112;Společnost s r.o.;1;NULL;772;[772] Pronájem a leasing výrobků pro osobní potřebu, pro domácnost;N;[N] Administrativní a podpůrné činnosti
7222866;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
25751760;141;Obecně prospěšná spol.;NULL;NULL;731;[731] Reklamní činnosti;M;[M] Profesní, vědecké a technické činnosti
60461951;421;Odšt.záv.zahr.práv.os.;NULL;NULL;4120;[4120] Výstavba bytových a nebytových budov;F;[F] Stavebnictví
24207799;121;Akciová společnost;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
7838671;112;Společnost s r.o.;1;NULL;NULL;NULL;NULL;NULL
3695051;706;Spolek;NULL;NULL;94999;[94999] Činnosti ostatních organizací j. n.;S;[S] Ostatní činnosti
4762657;121;Akciová společnost;NULL;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
3247856;711;Politická strana, hnutí;NULL;NULL;94920;[94920] Činnosti politických stran a organizací;S;[S] Ostatní činnosti
3981886;112;Společnost s r.o.;NULL;NULL;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
7102437;105;Fyz.osoba ost.;0;NULL;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
8217408;424;Zahr.fyzická osoba;NULL;NULL;16;[16] Zpracování dřeva, výr. dřev. a příb. výrobků, kromě nábytku;C;[C] Zpracovatelský průmysl
28617215;112;Společnost s r.o.;NULL;NULL;38;[38] Sběr a odstraňování odpadů, úprava odpadů k dalšímu využití;E;"[E] Zásobování vodou; činnosti související s odpady a sanacemi"
29032016;112;Společnost s r.o.;NULL;NULL;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
86956191;101;Fyz. os. podnikající dle živ. zákona;0;NULL;620;[620] Činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
5180538;101;Fyz. os. podnikající dle živ. zákona;0;NULL;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
26500094;112;Společnost s r.o.;NULL;NULL;47190;[47190] Ostatní maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
6818811;424;Zahr.fyzická osoba;NULL;NULL;855;[855] Ostatní vzdělávání;P;[P] Vzdělávání
2270111;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
74614436;101;Fyz. os. podnikající dle živ. zákona;1;NULL;471;[471] Maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
2788667;205;Družstvo;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
24126225;112;Společnost s r.o.;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
3677885;706;Spolek;NULL;NULL;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
25763041;112;Společnost s r.o.;NULL;NULL;73200;[73200] Průzkum trhu a veřejného mínění;M;[M] Profesní, vědecké a technické činnosti
60485884;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;80;[80] Bezpečnostní a pátrací činnosti;N;[N] Administrativní a podpůrné činnosti
3809781;112;Společnost s r.o.;NULL;NULL;431;[431] Demolice a příprava staveniště;F;[F] Stavebnictví
6709826;111;Veřejná obch.společnost;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
75528975;101;Fyz. os. podnikající dle živ. zákona;0;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
22711813;706;Spolek;NULL;NULL;94120;[94120] Činnosti profesních organizací;S;[S] Ostatní činnosti
3103242;112;Společnost s r.o.;NULL;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
3988856;112;Společnost s r.o.;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
24274712;112;Společnost s r.o.;NULL;NULL;49410;[49410] Silniční nákladní doprava;H;[H] Doprava a skladování
28456726;112;Společnost s r.o.;NULL;NULL;181;[181] Tisk a činnosti související s tiskem;C;[C] Zpracovatelský průmysl
70073791;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;47;[47] Maloobchod, kromě motorových vozidel;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
88340201;101;Fyz. os. podnikající dle živ. zákona;0;NULL;62090;[62090] Ostatní činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
70092826;101;Fyz. os. podnikající dle živ. zákona;0;NULL;855;[855] Ostatní vzdělávání;P;[P] Vzdělávání
5669227;101;Fyz. os. podnikající dle živ. zákona;0;NULL;73110;[73110] Činnosti reklamních agentur;M;[M] Profesní, vědecké a technické činnosti
74754301;105;Fyz.osoba ost.;0;NULL;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
28161467;112;Společnost s r.o.;NULL;NULL;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
5063850;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;43120;[43120] Příprava staveniště;F;[F] Stavebnictví
4677625;112;Společnost s r.o.;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
45821160;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;731;[731] Reklamní činnosti;M;[M] Profesní, vědecké a technické činnosti
4313461;101;Fyz. os. podnikající dle živ. zákona;0;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
87194058;101;Fyz. os. podnikající dle živ. zákona;0;NULL;7490;[7490] Ostatní profesní, vědecké a technické činnosti j. n.;M;[M] Profesní, vědecké a technické činnosti
24286966;112;Společnost s r.o.;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
6377149;932;Evropská společnost;NULL;NULL;64999;[64999] Jiné finanční zprostředkování j. n.;K;[K] Peněžnictví a pojišťovnictví
71637729;101;Fyz. os. podnikající dle živ. zákona;0;NULL;74200;[74200] Fotografické činnosti;M;[M] Profesní, vědecké a technické činnosti
2724405;112;Společnost s r.o.;NULL;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
28708032;205;Družstvo;NULL;NULL;433;[433] Kompletační a dokončovací práce;F;[F] Stavebnictví
13149024;101;Fyz. os. podnikající dle živ. zákona;0;NULL;43120;[43120] Příprava staveniště;F;[F] Stavebnictví
3610683;105;Fyz.osoba ost.;1;NULL;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
11285702;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;43342;[43342] Malířské a natěračské práce;F;[F] Stavebnictví
22750436;706;Spolek;NULL;NULL;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
28977718;112;Společnost s r.o.;NULL;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
3716007;101;Fyz. os. podnikající dle živ. zákona;0;NULL;43341;[43341] Sklenářské práce;F;[F] Stavebnictví
75138654;105;Fyz.osoba ost.;NULL;NULL;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
74759299;101;Fyz. os. podnikající dle živ. zákona;0;NULL;58190;[58190] Ostatní vydavatelské činnosti;J;[J] Informační a komunikační činnosti
4046480;424;Zahr.fyzická osoba;0;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
6598153;105;Fyz.osoba ost.;NULL;NULL;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
28125649;112;Společnost s r.o.;NULL;NULL;431;[431] Demolice a příprava staveniště;F;[F] Stavebnictví
28261003;121;Akciová společnost;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
68393288;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
67985068;706;Spolek;NULL;NULL;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
1295489;101;Fyz. os. podnikající dle živ. zákona;0;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
6452540;101;Fyz. os. podnikající dle živ. zákona;0;NULL;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
70714797;101;Fyz. os. podnikající dle živ. zákona;0;NULL;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
24267945;121;Akciová společnost;50;NULL;62010;[62010] Programování;J;[J] Informační a komunikační činnosti
6150411;112;Společnost s r.o.;NULL;NULL;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
16509935;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
25146921;112;Společnost s r.o.;NULL;NULL;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
67758983;101;Fyz. os. podnikající dle živ. zákona;0;NULL;702;[702] Poradenství v oblasti řízení;M;[M] Profesní, vědecké a technické činnosti
28983483;112;Společnost s r.o.;1;NULL;68320;[68320] Správa nemovitostí na základě smlouvy nebo dohody;L;[L] Činnosti v oblasti nemovitostí
5709253;932;Evropská společnost;1;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
16148894;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;471;[471] Maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
28176758;112;Společnost s r.o.;NULL;NULL;68310;[68310] Zprostředkovatelské činnosti realitních agentur;L;[L] Činnosti v oblasti nemovitostí
4363248;424;Zahr.fyzická osoba;NULL;NULL;79110;[79110] Činnosti cestovních agentur;N;[N] Administrativní a podpůrné činnosti
6925618;121;Akciová společnost;NULL;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
66850541;101;Fyz. os. podnikající dle živ. zákona;0;NULL;96040;[96040] Činnosti pro osobní a fyzickou pohodu;S;[S] Ostatní činnosti
71489975;541;Podílový, penzijní fond;NULL;NULL;64300;[64300] Činnosti trustů, fondů a podobných finančních subjektů;K;[K] Peněžnictví a pojišťovnictví
24834416;112;Společnost s r.o.;NULL;NULL;331;[331] Opravy kovodělných výrobků, strojů a zařízení;C;[C] Zpracovatelský průmysl
2099993;112;Společnost s r.o.;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
4308913;112;Společnost s r.o.;NULL;NULL;62010;[62010] Programování;J;[J] Informační a komunikační činnosti
8302758;112;Společnost s r.o.;NULL;NULL;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
67752331;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
71338560;101;Fyz. os. podnikající dle živ. zákona;0;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
6865186;112;Společnost s r.o.;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
4368495;121;Akciová společnost;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
27408671;112;Společnost s r.o.;NULL;NULL;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
