CompanyIN;LegalFormID;LegalFormName;EmployeeLowerBound;ActivityScore;NaceCode;Nace;NaceSectionCode;NaceSection
88362752;101;Fyz. os. podnikající dle živ. zákona;0;NULL;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
24237850;112;Společnost s r.o.;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
28545915;112;Společnost s r.o.;1;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
88892191;101;Fyz. os. podnikající dle živ. zákona;0;NULL;20;[20] Výroba chemických látek a chemických přípravků;C;[C] Zpracovatelský průmysl
14966344;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;55;[55] Ubytování;I;[I] Ubytování, stravování a pohostinství
71723048;101;Fyz. os. podnikající dle živ. zákona;0;NULL;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
69476896;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;82110;[82110] Univerzální administrativní činnosti;N;[N] Administrativní a podpůrné činnosti
45290946;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
8156905;101;Fyz. os. podnikající dle živ. zákona;0;NULL;NULL;NULL;NULL;NULL
6610846;112;Společnost s r.o.;NULL;NULL;6201;[6201] Programování;J;[J] Informační a komunikační činnosti
18400388;105;Fyz.osoba ost.;0;NULL;71110;[71110] Architektonické činnosti;M;[M] Profesní, vědecké a technické činnosti
2477041;101;Fyz. os. podnikající dle živ. zákona;0;NULL;58;[58] Vydavatelské činnosti;J;[J] Informační a komunikační činnosti
6188079;112;Společnost s r.o.;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
45751901;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;47190;[47190] Ostatní maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
6447732;112;Společnost s r.o.;NULL;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
47535555;112;Společnost s r.o.;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
44378505;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
42525691;101;Fyz. os. podnikající dle živ. zákona;0;NULL;47190;[47190] Ostatní maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
7005326;706;Spolek;NULL;NULL;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
27946380;112;Společnost s r.o.;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
25656899;112;Společnost s r.o.;NULL;NULL;16230;[16230] Výroba ostatních výrobků stavebního truhlářství a tesařství;C;[C] Zpracovatelský průmysl
49342584;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
28511328;101;Fyz. os. podnikající dle živ. zákona;0;NULL;3299;[3299] Ostatní zpracovatelský průmysl j. n.;C;[C] Zpracovatelský průmysl
15272907;111;Veřejná obch.společnost;NULL;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
2039541;112;Společnost s r.o.;NULL;NULL;NULL;NULL;NULL;NULL
4493842;101;Fyz. os. podnikající dle živ. zákona;0;NULL;10;[10] Výroba potravinářských výrobků;C;[C] Zpracovatelský průmysl
1365070;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
24832782;112;Společnost s r.o.;NULL;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
8281190;105;Fyz.osoba ost.;NULL;NULL;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
28036719;112;Společnost s r.o.;1;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
5950023;112;Společnost s r.o.;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
6140645;101;Fyz. os. podnikající dle živ. zákona;0;NULL;74100;[74100] Specializované návrhářské činnosti;M;[M] Profesní, vědecké a technické činnosti
25069730;112;Společnost s r.o.;NULL;NULL;46190;[46190] Zprostředkování nespecializ.VO a nespecializ.VO v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
26617129;706;Spolek;NULL;NULL;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
27235891;112;Společnost s r.o.;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
6080651;105;Fyz.osoba ost.;NULL;NULL;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
28165080;112;Společnost s r.o.;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
8088292;101;Fyz. os. podnikající dle živ. zákona;0;NULL;82110;[82110] Univerzální administrativní činnosti;N;[N] Administrativní a podpůrné činnosti
6303536;424;Zahr.fyzická osoba;0;NULL;471;[471] Maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
71341838;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
25727702;112;Společnost s r.o.;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
15903176;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;49410;[49410] Silniční nákladní doprava;H;[H] Doprava a skladování
3671445;112;Společnost s r.o.;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
28417640;112;Společnost s r.o.;NULL;NULL;62020;[62020] Poradenství v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
75161231;541;Podílový, penzijní fond;NULL;NULL;64300;[64300] Činnosti trustů, fondů a podobných finančních subjektů;K;[K] Peněžnictví a pojišťovnictví
8026483;112;Společnost s r.o.;NULL;NULL;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
74730924;101;Fyz. os. podnikající dle živ. zákona;0;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
25770241;112;Společnost s r.o.;NULL;NULL;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
40635511;101;Fyz. os. podnikající dle živ. zákona;0;NULL;812;[812] Úklidové činnosti;N;[N] Administrativní a podpůrné činnosti
6200877;424;Zahr.fyzická osoba;0;NULL;73110;[73110] Činnosti reklamních agentur;M;[M] Profesní, vědecké a technické činnosti
7936044;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;471;[471] Maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
2387727;112;Společnost s r.o.;100;NULL;63120;[63120] Činnosti související s webovými portály;J;[J] Informační a komunikační činnosti
67391001;NULL;NULL;NULL;NULL;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
87675234;101;Fyz. os. podnikající dle živ. zákona;0;NULL;16;[016] Podpůrné činnosti pro zemědělství a posklizňové činnosti;A;[A] Zemědělství, lesnictví, rybářství
13151266;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;59;[59] Činnosti v oblasti filmů,TV programů,hudeb.vydavat.činnosti;J;[J] Informační a komunikační činnosti
3698564;105;Fyz.osoba ost.;NULL;NULL;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
46352724;121;Akciová společnost;NULL;NULL;471;[471] Maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
6129951;112;Společnost s r.o.;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
4373871;101;Fyz. os. podnikající dle živ. zákona;0;NULL;96090;[96090] Poskytování ostatních osobních služeb j. n.;S;[S] Ostatní činnosti
74917765;101;Fyz. os. podnikající dle živ. zákona;0;NULL;620;[620] Činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
29054109;112;Společnost s r.o.;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
87626993;101;Fyz. os. podnikající dle živ. zákona;0;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
74510690;101;Fyz. os. podnikající dle živ. zákona;0;NULL;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
69349142;101;Fyz. os. podnikající dle živ. zákona;0;NULL;7490;[7490] Ostatní profesní, vědecké a technické činnosti j. n.;M;[M] Profesní, vědecké a technické činnosti
3355926;932;Evropská společnost;NULL;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
6512976;112;Společnost s r.o.;NULL;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
16192559;112;Společnost s r.o.;NULL;NULL;45200;[45200] Opravy a údržba motorových vozidel, kromě motocyklů;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
3750329;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;43120;[43120] Příprava staveniště;F;[F] Stavebnictví
5376262;112;Společnost s r.o.;NULL;NULL;855;[855] Ostatní vzdělávání;P;[P] Vzdělávání
24120421;112;Společnost s r.o.;NULL;NULL;431;[431] Demolice a příprava staveniště;F;[F] Stavebnictví
26986752;706;Spolek;NULL;NULL;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
552844;121;Akciová společnost;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
75413353;101;Fyz. os. podnikající dle živ. zákona;0;NULL;93290;[93290] Ostatní zábavní a rekreační činnosti j. n.;R;[R] Kulturní, zábavní a rekreační činnosti
29133866;112;Společnost s r.o.;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
6455352;424;Zahr.fyzická osoba;0;NULL;620;[620] Činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
26694484;121;Akciová společnost;6;NULL;63110;[63110] Činnosti související se zpracováním dat a hostingem;J;[J] Informační a komunikační činnosti
49710192;111;Veřejná obch.společnost;NULL;NULL;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
28461851;112;Společnost s r.o.;NULL;NULL;251;[251] Výroba konstrukčních kovových výrobků;C;[C] Zpracovatelský průmysl
4093305;112;Společnost s r.o.;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
27538796;112;Společnost s r.o.;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
7966326;101;Fyz. os. podnikající dle živ. zákona;0;NULL;331;[331] Opravy kovodělných výrobků, strojů a zařízení;C;[C] Zpracovatelský průmysl
88815790;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
24130222;112;Společnost s r.o.;NULL;NULL;62010;[62010] Programování;J;[J] Informační a komunikační činnosti
28538161;101;Fyz. os. podnikající dle živ. zákona;0;NULL;43120;[43120] Příprava staveniště;F;[F] Stavebnictví
4815751;112;Společnost s r.o.;NULL;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
65652614;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;J;[J] Informační a komunikační činnosti;J;[J] Informační a komunikační činnosti
86615394;101;Fyz. os. podnikající dle živ. zákona;0;NULL;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
18936245;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;4120;[4120] Výstavba bytových a nebytových budov;F;[F] Stavebnictví
69484848;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;59;[59] Činnosti v oblasti filmů,TV programů,hudeb.vydavat.činnosti;J;[J] Informační a komunikační činnosti
6699545;112;Společnost s r.o.;NULL;NULL;711;[711] Architektonické,inženýrské činnosti,souv.technic.poradenství;M;[M] Profesní, vědecké a technické činnosti
12833096;101;Fyz. os. podnikající dle živ. zákona;0;NULL;47190;[47190] Ostatní maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
45547050;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;7490;[7490] Ostatní profesní, vědecké a technické činnosti j. n.;M;[M] Profesní, vědecké a technické činnosti
7708611;145;Společen.vlast.jednot.;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
60653639;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;18200;[18200] Rozmnožování nahraných nosičů;C;[C] Zpracovatelský průmysl
3361004;112;Společnost s r.o.;NULL;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
48042722;NULL;NULL;NULL;NULL;96040;[96040] Činnosti pro osobní a fyzickou pohodu;S;[S] Ostatní činnosti
25785524;112;Společnost s r.o.;NULL;NULL;45310;[45310] VO s díly, přísluš. pro motorová vozidla, kromě motocyklů;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
5544122;424;Zahr.fyzická osoba;0;NULL;7112;[7112] Inženýrské činnosti a související technické poradenství;M;[M] Profesní, vědecké a technické činnosti
67760481;101;Fyz. os. podnikající dle živ. zákona;0;NULL;855;[855] Ostatní vzdělávání;P;[P] Vzdělávání
43873251;921;Mezinár.nevlád.org.;NULL;NULL;94991;[94991] Činnosti organizací dětí a mládeže;S;[S] Ostatní činnosti
48053350;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;25720;[25720] Výroba zámků a kování;C;[C] Zpracovatelský průmysl
41710193;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;7490;[7490] Ostatní profesní, vědecké a technické činnosti j. n.;M;[M] Profesní, vědecké a technické činnosti
3397297;112;Společnost s r.o.;NULL;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
3484742;NULL;NULL;NULL;NULL;43120;[43120] Příprava staveniště;F;[F] Stavebnictví
1136810;101;Fyz. os. podnikající dle živ. zákona;0;NULL;721;[721] Výzkum a vývoj v oblasti přírodních a technických věd;M;[M] Profesní, vědecké a technické činnosti
6425763;424;Zahr.fyzická osoba;0;NULL;73110;[73110] Činnosti reklamních agentur;M;[M] Profesní, vědecké a technické činnosti
4210557;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;55;[55] Ubytování;I;[I] Ubytování, stravování a pohostinství
8013322;121;Akciová společnost;NULL;NULL;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
28617886;121;Akciová společnost;NULL;NULL;68;[68] Činnosti v oblasti nemovitostí;L;[L] Činnosti v oblasti nemovitostí
5893739;112;Společnost s r.o.;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
63940281;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
86615955;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
27853551;121;Akciová společnost;0;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
15277828;101;Fyz. os. podnikající dle živ. zákona;0;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
2218399;101;Fyz. os. podnikající dle živ. zákona;0;NULL;NULL;NULL;NULL;NULL
4756126;424;Zahr.fyzická osoba;0;NULL;7112;[7112] Inženýrské činnosti a související technické poradenství;M;[M] Profesní, vědecké a technické činnosti
3245756;112;Společnost s r.o.;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
44376642;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;14;[14] Výroba oděvů;C;[C] Zpracovatelský průmysl
25691023;112;Společnost s r.o.;1;NULL;68320;[68320] Správa nemovitostí na základě smlouvy nebo dohody;L;[L] Činnosti v oblasti nemovitostí
62574001;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;471;[471] Maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
13800671;101;Fyz. os. podnikající dle živ. zákona;0;NULL;81220;[81220] Specializované čištění a úklid budov a průmyslových zařízení;N;[N] Administrativní a podpůrné činnosti
6708871;105;Fyz.osoba ost.;0;NULL;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
2691027;112;Společnost s r.o.;1;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
4751884;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
1765868;101;Fyz. os. podnikající dle živ. zákona;0;NULL;73110;[73110] Činnosti reklamních agentur;M;[M] Profesní, vědecké a technické činnosti
28186397;112;Společnost s r.o.;NULL;NULL;702;[702] Poradenství v oblasti řízení;M;[M] Profesní, vědecké a technické činnosti
75583194;101;Fyz. os. podnikající dle živ. zákona;0;NULL;62030;[62030] Správa počítačového vybavení;J;[J] Informační a komunikační činnosti
7320949;112;Společnost s r.o.;1;NULL;4690;[4690] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
6444890;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;16;[016] Podpůrné činnosti pro zemědělství a posklizňové činnosti;A;[A] Zemědělství, lesnictví, rybářství
71641351;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;47190;[47190] Ostatní maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
67044221;101;Fyz. os. podnikající dle živ. zákona;0;NULL;8559;[8559] Ostatní vzdělávání j. n.;P;[P] Vzdělávání
24260037;112;Společnost s r.o.;NULL;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
3482561;101;Fyz. os. podnikající dle živ. zákona;0;NULL;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
24758078;121;Akciová společnost;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
22688170;706;Spolek;NULL;NULL;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
68995008;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;47790;[47790] Maloobchod s použitým zbožím v prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
88087662;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
44383070;101;Fyz. os. podnikající dle živ. zákona;0;47;73110;[73110] Činnosti reklamních agentur;M;[M] Profesní, vědecké a technické činnosti
67390757;105;Fyz.osoba ost.;NULL;38;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
67754635;101;Fyz. os. podnikající dle živ. zákona;0;38;471;[471] Maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
67758797;101;Fyz. os. podnikající dle živ. zákona;0;20;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
67760902;101;Fyz. os. podnikající dle živ. zákona;0;50;74300;[74300] Překladatelské a tlumočnické činnosti;M;[M] Profesní, vědecké a technické činnosti
67771483;101;Fyz. os. podnikající dle živ. zákona;0;22;96040;[96040] Činnosti pro osobní a fyzickou pohodu;S;[S] Ostatní činnosti
67798438;722;Evid.círk.práv.osoby;NULL;9;94910;[94910] Činnosti náboženských organizací;S;[S] Ostatní činnosti
68379633;751;Zájm.sdružení práv.osob;NULL;0;9499;[9499] Činnosti ost. organizací za účelem prosaz. spol.zájmů j. n.;S;[S] Ostatní činnosti
76495191;101;Fyz. os. podnikající dle živ. zákona;0;9;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
76498182;105;Fyz.osoba ost.;NULL;9;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
86982982;101;Fyz. os. podnikající dle živ. zákona;0;28;471;[471] Maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
87824621;105;Fyz.osoba ost.;NULL;5;69200;"[69200] Účetnické a auditorské činnosti; daňové poradenství";M;[M] Profesní, vědecké a technické činnosti
87987619;101;Fyz. os. podnikající dle živ. zákona;0;40;14;[14] Výroba oděvů;C;[C] Zpracovatelský průmysl
88086488;101;Fyz. os. podnikající dle živ. zákona;1;20;96020;[96020] Kadeřnické, kosmetické a podobné činnosti;S;[S] Ostatní činnosti
24835552;112;Společnost s r.o.;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
71953108;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;471;[471] Maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
7552220;101;Fyz. os. podnikající dle živ. zákona;0;NULL;620;[620] Činnosti v oblasti informačních technologií;J;[J] Informační a komunikační činnosti
24787337;145;Společen.vlast.jednot.;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
28885384;112;Společnost s r.o.;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
28415060;112;Společnost s r.o.;NULL;NULL;461;[461] Zprostředkování velkoobchodu a velkoobchod v zastoupení;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
29033888;121;Akciová společnost;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
4427441;424;Zahr.fyzická osoba;0;NULL;18140;[18140] Vázání a související činnosti;C;[C] Zpracovatelský průmysl
44382987;NULL;NULL;NULL;NULL;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
5750601;112;Společnost s r.o.;NULL;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
7442084;112;Společnost s r.o.;NULL;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
7730608;112;Společnost s r.o.;1;NULL;4120;[4120] Výstavba bytových a nebytových budov;F;[F] Stavebnictví
26773813;121;Akciová společnost;NULL;NULL;46900;[46900] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
3168689;105;Fyz.osoba ost.;0;NULL;69100;[69100] Právní činnosti;M;[M] Profesní, vědecké a technické činnosti
2864525;112;Společnost s r.o.;NULL;NULL;256;"[256] Povrchová úprava a zušlechťování kovů; obrábění";C;[C] Zpracovatelský průmysl
2263009;205;Družstvo;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
6309429;112;Společnost s r.o.;NULL;NULL;4690;[4690] Nespecializovaný velkoobchod;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
27885143;112;Společnost s r.o.;NULL;NULL;16;[016] Podpůrné činnosti pro zemědělství a posklizňové činnosti;A;[A] Zemědělství, lesnictví, rybářství
6350259;112;Společnost s r.o.;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
28192516;112;Společnost s r.o.;NULL;NULL;731;[731] Reklamní činnosti;M;[M] Profesní, vědecké a technické činnosti
44367830;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
27373053;112;Společnost s r.o.;NULL;NULL;6820;[6820] Pronájem a správa vlastních nebo pronajatých nemovitostí;L;[L] Činnosti v oblasti nemovitostí
60490063;112;Společnost s r.o.;NULL;NULL;56100;[56100] Stravování v restauracích, u stánků a v mobilních zařízeních;I;[I] Ubytování, stravování a pohostinství
74904663;101;Fyz. os. podnikající dle živ. zákona;0;NULL;74;[74] Ostatní profesní, vědecké a technické činnosti;M;[M] Profesní, vědecké a technické činnosti
6342639;101;Fyz. os. podnikající dle živ. zákona;0;NULL;47190;[47190] Ostatní maloobchod v nespecializovaných prodejnách;G;"[G] Velkoobchod a maloobchod; opravy a údržba motorových vozidel"
12511676;101;Fyz. os. podnikající dle živ. zákona;NULL;NULL;49410;[49410] Silniční nákladní doprava;H;[H] Doprava a skladování
